연도,시도,행정구역,학제,학교수,학생수,학생_남,학생_여,교직원수,다문화학생수,다문화_남,다문화_여
2016,경기,이천시,유치원,53,2944,1520,1424,211,0,0,0
2016,경기,이천시,초등학교,31,12741,6651,6090,851,326,161,165
2016,경기,이천시,중학교,15,6752,3491,3261,478,115,51,64
2016,경기,이천시,고등학교,12,7948,4080,3868,624,91,37,54
2016,경기,이천시,  (일반고),10,7571,3932,3639,582,85,35,50
2016,경기,이천시,  (특성화고),2,377,148,229,42,6,2,4
2016,경기,이천시,특수학교,1,76,60,16,34,0,0,0
2016,경기,이천시,각종학교,1,0,0,0,11,0,0,0
2016,경기,안성시,유치원,51,2844,1421,1423,206,0,0,0
2016,경기,안성시,초등학교,34,10688,5533,5155,785,438,200,238
2016,경기,안성시,중학교,13,5515,2896,2619,395,109,57,52
2016,경기,안성시,고등학교,9,5549,2870,2679,403,74,42,32
2016,경기,안성시,  (일반고),6,4512,2143,2369,308,31,10,21
2016,경기,안성시,  (특성화고),3,1037,727,310,95,43,32,11
2016,경기,안성시,특수학교,1,54,36,18,21,0,0,0
2016,경기,여주시,유치원,35,1388,706,682,107,0,0,0
2016,경기,여주시,초등학교,23,5600,2918,2682,449,208,102,106
2016,경기,여주시,중학교,13,2966,1505,1461,256,52,17,35
2016,경기,여주시,고등학교,9,3747,1861,1886,323,30,15,15
2016,경기,여주시,  (일반고),7,2932,1477,1455,219,13,6,7
2016,경기,여주시,  (특성화고),2,815,384,431,104,17,9,8
2016,경기,양평군,유치원,27,696,365,331,64,0,0,0
2016,경기,양평군,초등학교,22,5029,2632,2397,389,180,81,99
2016,경기,양평군,중학교,12,2686,1477,1209,236,34,14,20
2016,경기,양평군,고등학교,8,3567,1797,1770,300,21,9,12
2016,경기,양평군,  (일반고),7,3228,1520,1708,271,19,7,12
2016,경기,양평군,  (특성화고),1,339,277,62,29,2,2,0
2016,경기,양평군,특수학교,1,110,68,42,45,0,0,0
2016,경기,고양시,유치원,174,15030,7732,7298,1083,0,0,0
2016,경기,고양시,초등학교,83,55090,28170,26920,3119,823,420,403
2016,경기,고양시,중학교,41,31582,16448,15134,2051,157,82,75
2016,경기,고양시,고등학교,36,39014,20168,18846,2888,122,57,65
2016,경기,고양시,  (일반고),27,31147,16783,14364,2245,95,44,51
2016,경기,고양시,  (특목고),3,2233,578,1655,162,1,0,1
2016,경기,고양시,  (특성화고),5,4553,2211,2342,402,26,13,13
2016,경기,고양시,  (자율고),1,1081,596,485,79,0,0,0
2016,경기,고양시,특수학교,4,526,363,163,200,0,0,0
2016,경기,고양시,각종학교,2,346,180,166,33,3,0,3
2016,경기,남양주시,유치원,109,11143,5634,5509,759,0,0,0
2016,경기,남양주시,초등학교,60,42143,21752,20391,2330,730,351,379
2016,경기,남양주시,중학교,32,20355,10466,9889,1307,179,100,79
2016,경기,남양주시,고등학교,20,21327,10880,10447,1533,97,57,40
2016,경기,남양주시,  (일반고),17,18968,9542,9426,1341,84,44,40
2016,경기,남양주시,  (특성화고),1,784,698,86,64,13,13,0
2016,경기,남양주시,  (자율고),2,1575,640,935,128,0,0,0
2016,경기,남양주시,특수학교,1,206,132,74,79,0,0,0
2016,경기,구리시,유치원,33,2567,1313,1254,182,0,0,0
2016,경기,구리시,초등학교,15,9699,5123,4576,568,159,88,71
2016,경기,구리시,중학교,7,5350,2752,2598,343,65,34,31
2016,경기,구리시,고등학교,6,6869,3554,3315,503,36,21,15
2016,경기,구리시,  (일반고),6,6869,3554,3315,503,36,21,15
2016,경기,구리시,각종학교,1,772,403,369,42,0,0,0
2016,경기,의정부시,유치원,67,5647,2842,2805,422,0,0,0
2016,경기,의정부시,초등학교,33,21968,11297,10671,1299,336,190,146
2016,경기,의정부시,중학교,19,13168,6793,6375,894,81,37,44
2016,경기,의정부시,고등학교,16,15771,8745,7026,1250,58,30,28
2016,경기,의정부시,  (일반고),12,12460,6715,5745,944,35,17,18
2016,경기,의정부시,  (특목고),1,253,206,47,46,1,0,1
2016,경기,의정부시,  (특성화고),3,3058,1824,1234,260,22,13,9
2016,경기,의정부시,특수학교,2,241,164,77,82,0,0,0
2016,경기,파주시,유치원,99,8016,3995,4021,523,0,0,0
2016,경기,파주시,초등학교,57,27390,14084,13306,1652,666,355,311
2016,경기,파주시,중학교,25,13145,6884,6261,862,118,62,56
2016,경기,파주시,고등학교,18,13598,6792,6806,1009,69,39,30
2016,경기,파주시,  (일반고),15,11557,5546,6011,855,51,25,26
2016,경기,파주시,  (특성화고),2,1010,797,213,77,18,14,4
2016,경기,파주시,  (자율고),1,1031,449,582,77,0,0,0
2016,경기,파주시,특수학교,2,325,212,113,122,0,0,0
2016,경기,동두천시,유치원,19,937,478,459,75,0,0,0
2016,경기,동두천시,초등학교,11,5247,2621,2626,333,199,93,106
2016,경기,동두천시,중학교,6,2741,1448,1293,196,58,33,25
2016,경기,동두천시,고등학교,6,3558,1699,1859,286,36,13,23
2016,경기,동두천시,  (일반고),4,2292,1156,1136,171,20,8,12
2016,경기,동두천시,  (특목고),1,619,207,412,60,5,1,4
2016,경기,동두천시,  (특성화고),1,647,336,311,55,11,4,7
2016,경기,양주시,유치원,47,2895,1484,1411,235,0,0,0
2016,경기,양주시,초등학교,32,13048,6772,6276,833,395,210,185
2016,경기,양주시,중학교,10,6295,3173,3122,389,68,29,39
2016,경기,양주시,고등학교,7,5860,2842,3018,402,24,12,12
2016,경기,양주시,  (일반고),5,4760,2402,2358,313,20,10,10
2016,경기,양주시,  (특성화고),1,361,119,242,30,2,0,2
2016,경기,양주시,  (자율고),1,739,321,418,59,2,2,0
2016,경기,양주시,각종학교,1,166,109,57,16,1,0,1
2016,경기,포천시,유치원,41,1399,681,718,114,0,0,0
2016,경기,포천시,초등학교,31,7384,3871,3513,569,367,180,187
2016,경기,포천시,중학교,14,4351,2318,2033,345,94,45,49
2016,경기,포천시,고등학교,7,4712,2506,2206,367,39,11,28
2016,경기,포천시,  (일반고),6,4538,2366,2172,342,39,11,28
2016,경기,포천시,  (특성화고),1,174,140,34,25,0,0,0
2016,경기,가평군,유치원,16,425,230,195,35,0,0,0
2016,경기,가평군,초등학교,13,2668,1392,1276,238,278,140,138
2016,경기,가평군,중학교,6,1737,932,805,145,145,67,78
2016,경기,가평군,고등학교,5,1862,969,893,173,119,62,57
2016,경기,가평군,  (일반고),4,1567,833,734,147,106,57,49
2016,경기,가평군,  (특목고),1,295,136,159,26,13,5,8
2016,경기,연천군,유치원,14,419,220,199,35,0,0,0
2016,경기,연천군,초등학교,13,1804,947,857,195,109,66,43
2016,경기,연천군,중학교,6,1024,570,454,109,26,16,10
2016,경기,연천군,고등학교,2,1148,636,512,99,17,7,10
2016,경기,연천군,  (일반고),2,1148,636,512,99,17,7,10
2016,경기,연천군,각종학교,1,29,0,29,4,1,0,1
2017,경기,수원시,유치원,197,20801,10599,10202,1465,0,0,0
2017,경기,수원시,초등학교,97,68095,34899,33196,3985,1644,838,806
2017,경기,수원시,중학교,56,35233,18271,16962,2407,281,131,150
2017,경기,수원시,고등학교,44,44638,23557,21081,3578,148,65,83
2017,경기,수원시,  (일반고),31,35028,18401,16627,2649,72,26,46
2017,경기,수원시,  (특목고),4,1786,1038,748,242,8,5,3
2017,경기,수원시,  (특성화고),8,6956,3250,3706,615,63,29,34
2017,경기,수원시,  (자율고),1,868,868,0,72,5,5,0
2017,경기,수원시,특수학교,3,462,322,140,194,0,0,0
2017,경기,성남시,유치원,131,11118,5647,5471,918,0,0,0
2017,경기,성남시,초등학교,72,47213,24211,23002,2912,955,490,465
2017,경기,성남시,중학교,45,26094,13589,12505,1958,218,114,104
2017,경기,성남시,고등학교,36,32903,16816,16087,2708,124,65,59
2017,경기,성남시,  (일반고),27,25792,13606,12186,2041,73,41,32
2017,경기,성남시,  (특목고),2,1606,294,1312,108,9,3,6
2017,경기,성남시,  (특성화고),7,5505,2916,2589,559,42,21,21
2017,경기,성남시,특수학교,2,434,280,154,179,0,0,0
2017,경기,성남시,각종학교,2,486,76,410,41,31,11,20
2017,경기,부천시,유치원,126,11651,5862,5789,821,0,0,0
2017,경기,부천시,초등학교,64,40820,20958,19862,2504,1316,708,608
2017,경기,부천시,중학교,33,21369,11005,10364,1553,253,129,124
2017,경기,부천시,고등학교,28,25767,13387,12380,2315,170,79,91
2017,경기,부천시,  (일반고),23,21308,11053,10255,1889,107,40,67
2017,경기,부천시,  (특목고),1,730,129,601,45,1,1,0
2017,경기,부천시,  (특성화고),4,3729,2205,1524,381,62,38,24
2017,경기,부천시,특수학교,2,338,231,107,123,0,0,0
2017,경기,안양시,유치원,83,7048,3593,3455,535,0,0,0
2017,경기,안양시,초등학교,41,29890,15445,14445,1699,525,263,262
2017,경기,안양시,중학교,24,16563,8660,7903,1157,95,49,46
2017,경기,안양시,고등학교,21,22546,11632,10914,1794,77,35,42
2017,경기,안양시,  (일반고),13,15644,8297,7347,1145,26,9,17
2017,경기,안양시,  (특목고),2,1647,427,1220,110,7,1,6
2017,경기,안양시,  (특성화고),6,5255,2908,2347,539,44,25,19
2017,경기,안양시,특수학교,1,225,157,68,89,0,0,0
2017,경기,과천시,유치원,8,498,252,246,42,0,0,0
2017,경기,과천시,초등학교,4,2973,1570,1403,175,18,12,6
2017,경기,과천시,중학교,2,1938,1038,900,133,7,2,5
2017,경기,과천시,고등학교,4,3088,1424,1664,272,5,3,2
2017,경기,과천시,  (일반고),3,2334,1222,1112,212,2,2,0
2017,경기,과천시,  (특목고),1,754,202,552,60,3,1,2
2017,경기,안산시,유치원,98,9045,4504,4541,695,0,0,0
2017,경기,안산시,초등학교,54,36926,18975,17951,2160,2507,1307,1200
2017,경기,안산시,중학교,29,20706,10683,10023,1440,587,278,309
2017,경기,안산시,고등학교,24,27916,14437,13479,2136,356,166,190
2017,경기,안산시,  (일반고),17,20809,10854,9955,1579,180,77,103
2017,경기,안산시,  (특성화고),6,5891,3112,2779,478,175,89,86
2017,경기,안산시,  (자율고),1,1216,471,745,79,1,0,1
2017,경기,안산시,특수학교,2,284,194,90,102,0,0,0
2017,경기,용인시,유치원,171,18118,9139,8979,1183,0,0,0
2017,경기,용인시,초등학교,100,67328,34771,32557,3830,840,408,432
2017,경기,용인시,중학교,50,31543,16280,15263,2173,158,63,95
2017,경기,용인시,고등학교,31,31038,16248,14790,2244,64,32,32
2017,경기,용인시,  (일반고),28,28843,15238,13605,2090,56,27,29
2017,경기,용인시,  (특성화고),2,1096,592,504,95,7,4,3
2017,경기,용인시,  (자율고),1,1099,418,681,59,1,1,0
2017,경기,용인시,특수학교,1,152,98,54,53,0,0,0
2017,경기,용인시,각종학교,1,0,0,0,1,0,0,0
2017,경기,군포시,유치원,49,3979,2008,1971,281,0,0,0
2017,경기,군포시,초등학교,26,15850,8215,7635,978,397,203,194
2017,경기,군포시,중학교,12,8200,4217,3983,582,75,34,41
2017,경기,군포시,고등학교,8,8705,4792,3913,700,28,16,12
2017,경기,군포시,  (일반고),5,6761,3498,3263,486,13,5,8
2017,경기,군포시,  (특성화고),2,1248,937,311,155,13,9,4
2017,경기,군포시,  (자율고),1,696,357,339,59,2,2,0
2017,경기,의왕시,유치원,24,1821,908,913,140,0,0,0
2017,경기,의왕시,초등학교,13,7487,3920,3567,470,113,58,55
2017,경기,의왕시,중학교,7,3555,1805,1750,251,21,17,4
2017,경기,의왕시,고등학교,5,4064,1847,2217,328,7,2,5
2017,경기,의왕시,  (일반고),3,2741,1346,1395,214,4,1,3
2017,경기,의왕시,  (특목고),1,643,166,477,54,1,0,1
2017,경기,의왕시,  (자율고),1,680,335,345,60,2,1,1
2017,경기,시흥시,유치원,67,5461,2787,2674,388,0,0,0
2017,경기,시흥시,초등학교,40,25140,12774,12366,1524,1296,654,642
2017,경기,시흥시,중학교,23,12817,6709,6108,898,220,103,117
2017,경기,시흥시,고등학교,16,15184,8272,6912,1112,108,65,43
2017,경기,시흥시,  (일반고),11,11478,5764,5714,822,67,30,37
2017,경기,시흥시,  (특성화고),4,2835,2144,691,221,39,34,5
2017,경기,시흥시,  (자율고),1,871,364,507,69,2,1,1
2017,경기,평택시,유치원,108,7866,3987,3879,594,0,0,0
2017,경기,평택시,초등학교,54,28674,14697,13977,1788,932,478,454
2017,경기,평택시,중학교,24,14133,7318,6815,970,199,80,119
2017,경기,평택시,고등학교,21,17331,9263,8068,1281,95,38,57
2017,경기,평택시,  (일반고),16,14306,7320,6986,1012,67,27,40
2017,경기,평택시,  (특목고),1,495,439,56,66,1,1,0
2017,경기,평택시,  (특성화고),4,2530,1504,1026,203,27,10,17
2017,경기,평택시,특수학교,2,248,178,70,96,0,0,0
2017,경기,화성시,유치원,148,16066,8159,7907,1039,0,0,0
2017,경기,화성시,초등학교,83,52593,26796,25797,3071,1137,567,570
2017,경기,화성시,중학교,36,21777,11155,10622,1481,191,94,97
2017,경기,화성시,고등학교,24,19125,9550,9575,1317,63,27,36
2017,경기,화성시,  (일반고),20,17716,9139,8577,1154,60,26,34
2017,경기,화성시,  (특목고),1,601,125,476,75,1,0,1
2017,경기,화성시,  (특성화고),3,808,286,522,88,2,1,1
2017,경기,화성시,특수학교,3,254,179,75,99,0,0,0
2017,경기,오산시,유치원,50,6500,3272,3228,411,0,0,0
2017,경기,오산시,초등학교,22,15696,8125,7571,915,498,270,228
2017,경기,오산시,중학교,9,6816,3507,3309,439,62,32,30
2017,경기,오산시,고등학교,8,7533,3844,3689,559,32,14,18
2017,경기,오산시,  (일반고),6,5832,3025,2807,413,22,11,11
2017,경기,오산시,  (특성화고),1,806,477,329,73,10,3,7
2017,경기,오산시,  (자율고),1,895,342,553,73,0,0,0
2017,경기,오산시,특수학교,1,122,93,29,51,0,0,0
2017,경기,광명시,유치원,51,4274,2148,2126,305,0,0,0
2017,경기,광명시,초등학교,24,19436,9928,9508,1152,452,206,246
2017,경기,광명시,중학교,11,9786,5124,4662,711,85,41,44
2017,경기,광명시,고등학교,11,10394,5526,4868,907,22,6,16
2017,경기,광명시,  (일반고),8,8782,4600,4182,738,13,3,10
2017,경기,광명시,  (특성화고),2,914,582,332,104,9,3,6
2017,경기,광명시,  (자율고),1,698,344,354,65,0,0,0
2017,경기,광주시,유치원,39,2734,1359,1375,195,0,0,0
2017,경기,광주시,초등학교,26,17608,8903,8705,946,569,311,258
2017,경기,광주시,중학교,11,7589,3902,3687,493,75,30,45
2017,경기,광주시,고등학교,7,7372,3501,3871,537,36,16,20
2017,경기,광주시,  (일반고),6,6918,3501,3417,500,33,16,17
2017,경기,광주시,  (특성화고),1,454,0,454,37,3,0,3
2017,경기,광주시,특수학교,4,304,200,104,131,0,0,0
2017,경기,하남시,유치원,32,2620,1343,1277,165,0,0,0
2017,경기,하남시,초등학교,20,12281,6326,5955,702,201,100,101
2017,경기,하남시,중학교,11,4862,2474,2388,364,36,12,24
2017,경기,하남시,고등학교,9,5062,2559,2503,503,33,13,20
2017,경기,하남시,  (일반고),7,3889,1946,1943,381,19,5,14
2017,경기,하남시,  (특성화고),2,1173,613,560,122,14,8,6
2017,경기,하남시,특수학교,1,130,90,40,50,0,0,0
2017,경기,하남시,고등공민학교,1,28,16,12,6,0,0,0
2017,경기,김포시,유치원,91,9551,4811,4740,660,0,0,0
2017,경기,김포시,초등학교,42,25578,13196,12382,1492,564,308,256
2017,경기,김포시,중학교,22,11101,5663,5438,760,121,67,54
2017,경기,김포시,고등학교,13,10741,5600,5141,844,60,31,29
2017,경기,김포시,  (일반고),11,9379,4762,4617,732,55,26,29
2017,경기,김포시,  (특목고),1,593,219,374,43,1,1,0
2017,경기,김포시,  (특성화고),1,769,619,150,69,4,4,0
2017,경기,김포시,특수학교,1,160,104,56,63,0,0,0
2017,경기,이천시,유치원,54,2897,1450,1447,224,0,0,0
2017,경기,이천시,초등학교,31,12988,6766,6222,879,354,178,176
2017,경기,이천시,중학교,15,6471,3372,3099,493,94,44,50
2017,경기,이천시,고등학교,12,7655,3917,3738,616,84,37,47
2017,경기,이천시,  (일반고),10,7277,3771,3506,574,80,34,46
2017,경기,이천시,  (특성화고),2,378,146,232,42,4,3,1
2017,경기,이천시,특수학교,1,126,101,25,52,0,0,0
2017,경기,이천시,각종학교,1,0,0,0,11,0,0,0
2017,경기,안성시,유치원,51,2685,1351,1334,209,0,0,0
2017,경기,안성시,초등학교,34,10734,5551,5183,798,482,236,246
2017,경기,안성시,중학교,13,5131,2675,2456,390,109,58,51
2017,경기,안성시,고등학교,9,5521,2886,2635,400,91,50,41
2017,경기,안성시,  (일반고),6,4473,2142,2331,308,33,15,18
2017,경기,안성시,  (특성화고),3,1048,744,304,92,58,35,23
2017,경기,안성시,특수학교,1,53,32,21,21,0,0,0
2017,경기,여주시,유치원,34,1324,717,607,109,0,0,0
2017,경기,여주시,초등학교,23,5548,2850,2698,448,218,99,119
2017,경기,여주시,중학교,13,2825,1437,1388,280,46,21,25
2017,경기,여주시,고등학교,9,3553,1775,1778,320,32,15,17
2017,경기,여주시,  (일반고),7,2740,1379,1361,215,23,10,13
2017,경기,여주시,  (특성화고),2,813,396,417,105,9,5,4
2017,경기,양평군,유치원,27,676,364,312,64,0,0,0
2017,경기,양평군,초등학교,22,5118,2631,2487,416,197,93,104
2017,경기,양평군,중학교,12,2638,1448,1190,248,36,19,17
2017,경기,양평군,고등학교,8,3472,1792,1680,294,18,7,11
